Response ID,Parent Status,Concern_No human testing,Concern_Long term side effects,Concern_Not effective,Concern_Not necessary,Concern_Unclear who needs,Concern_not safe for children,Concern_Other,Concern_None,Concern_other text,Vax status,Political affiliation,rid,age,gender,hhi,ethnicity,hispanic,education,region,zip,political_party
R_3qmmVoVvWIZ2e6C,0,0,0,0,0,0,0,Some other concern,0,I donbelieve in the vaccine.,Im not sure,Moderate,6568ecca-728b-3ca4-137e-b0d4d2c0b5fd,36,2,1,6,1,2,4,97131,10
R_3jT0GxWOEL4nKms,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568ede6-0385-80d7-322b-47ecfd02738a,34,1,8,3,2,2,4,90057,1
R_ONd8V5nK01a3mIp,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Not Sure,6568ed36-0f50-3d19-ac37-6c26edcd3aa4,30,2,19,7,1,6,4,98225,7
R_CesS00dYB3FKmK5,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Moderate,6568ec26-4544-f03f-cb04-3df4c6b11ea5,28,1,5,2,1,4,2,58012,6
R_2dEoQDNZMCEMzaw,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Moderate,6568ed3f-fad9-c321-8c74-ca7d99d1d6f1,29,2,7,15,2,2,4,95119,9
R_3h6jJVHNQ4AoVsf,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Liberal,6568f090-1c1d-e6d8-128c-aea3f1463bbb,18,2,1,15,2,4,4,84112,2
R_2wdwfPGSXGK6B4R,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Slightly Liberal,6568ebfe-2e46-5cdc-e866-2ab21d1212fa,46,1,1,1,1,1,2,50107,2
R_3MfCCGjYvXQ7qGD,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568f5cc-4b0f-f427-ccf4-ec2fd8b8840e,45,1,2,8,1,6,3,33612,1
R_2ONEA4fWKXJskiZ,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Not Sure,6568f675-3d44-bc31-4a37-e1de31b8005b,24,2,1,15,6,1,1,11377,7
R_1K3zJdoP16O3iGq,0,0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568f65c-315f-3b12-ca63-acabdc498b7f,20,2,1,1,1,4,2,47909,10
R_2fEdIxI8iZ1apIZ,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568f659-426b-f8b6-2636-d327332ad252,24,2,4,15,2,2,4,93041,7
R_DUBnDemlS9EU9A5,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Moderate,6568f6b3-c34f-8d7e-0bf7-7f86e72a0910,18,2,1,2,1,1,1,11212,8
R_3MxJjfntPFcdIi2,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568f66b-5ca3-9c93-519d-5ba2164b5918,52,2,11,15,2,2,4,80220,2
R_3lz5UudWlCimOLx,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Slightly Conservative,65690106-8c0c-5078-b41f-c173eb4a47a3,52,2,2,2,1,6,3,31415,2
R_2SlFtL1onEePv4H,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,65690dc4-07fe-62ac-b225-8c8938f1195e,42,1,8,2,1,6,3,31064,1
R_2RPuAJIiyBIDiyT,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568da43-c5ee-4876-085d-7e2ecb7c7be8,25,2,1,15,16,2,4,93611,4
R_2f1chFvfaHQfvxM,0,0,0,The latest vaccine is not effective enough,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Liberal,65692676-7ab4-c801-15d4-64d54b3c619f,23,1,18,5,6,3,1,92570,1
R_22QRvCIzTrxWB3w,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Very Liberal,656a1977-df5c-f6ae-b591-ca659726cf97,21,1,1,1,1,4,4,94107,7
R_cFLUvBymC0mE3jX,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,Im not sure,Not Sure,6567956f-2621-b943-1ef6-b5670deb207a,24,1,1,1,1,4,4,90011,1
R_1hEGUBxqWDk7LQm,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,656795a3-602c-1053-2744-431fe5ef8b87,53,1,7,6,1,4,1,14224,7
R_yW4VZeVxpAVMPGV,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6567955f-0604-8c56-49e6-aebb9c2356f8,40,2,19,1,1,6,3,21215,8
R_XM4nRfu30xvYJ9L,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,65679544-4fe4-145c-2697-2676d87aae9a,65,2,1,1,1,5,3,75645,5
R_21ufwi6tC0emoIc,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,656795e1-b457-e1df-2be0-aa09f4302099,60,1,3,1,1,4,4,90020,10
R_22yOS15Q4FRbHCo,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Slightly Conservative,6567959d-94a1-318b-7ee3-3c5cb779be47,52,2,4,1,1,6,2,44125,10
R_1IGleA3lMssFjFu,0,The latest vaccine has not undergone enough testing in humans,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,656791dc-5d1c-8cd6-a3bb-cff0a5f9c6eb,52,1,1,1,1,6,1,13126,2
R_3KuBlCX44wEkyEY,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Slightly Conservative,,,,,,,,,,
R_2fqDVrPfsYMDfau,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568db1f-7be3-0092-6d9c-3be230cf0470,38,1,10,1,1,1,3,33542,4
R_2feUxcFUkYMMyOA,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568db03-a52a-a5ed-c1cf-248418d9b6db,63,1,19,1,1,4,2,60050,10
R_242zhvjeVk0OVLE,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Very Conservative,6568d953-ede6-2328-9fe8-971d0b916485,79,1,9,1,1,5,3,34222,10
R_2chZKb7Ox3NXLb8,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Liberal,6568db24-e1a0-8ad3-be9d-d9bd737d2fc8,39,2,1,2,16,4,3,76502,3
R_yl48oJ6Zkc8wzXH,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568dc46-a768-92df-4e4e-c27fd82d0f4c,34,2,20,1,1,5,1,10956,9
R_1eV3k2cddNsxTqD,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dc23-5ec6-1a8d-98fc-9b31e6679c4b,61,2,12,1,1,2,1,17851,4
R_2U9s3vp8UdvysfQ,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dc80-d5d2-4607-076c-2c443ff450b4,43,2,8,1,1,2,2,63628,4
R_2ZUgFlGQpLZL0Zo,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,Some other concern,0,They are not needed,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dca6-f18e-5322-4c57-0414763015a1,56,2,19,1,1,4,3,29154,10
R_cRWJlky2k4rn8Rj,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dc0c-296f-7e1f-44c8-c6d4a395268d,32,2,3,1,1,2,1,01001,9
R_3NQVGLxFTLr4VUW,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Slightly Liberal,6568dd4a-92af-4876-d99d-2d78ace1dac2,24,2,10,1,1,6,2,49504,1
R_bk0mHI7GKIiQZ4l,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Conservative,6568dad4-acc7-24fa-17c3-b5b8af386d64,33,1,24,1,1,7,2,48838,10
R_1OZjMGfhJsm6NJp,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568db4f-00aa-3de6-015a-ecee2cdd1551,48,1,8,1,1,2,1,15235,10
R_wLwgNUcpHAn1zAl,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dc70-3d51-8c5c-accd-93bbdf103242,55,1,2,1,1,6,4,87106,4
R_2AGpTpzGA68tJA8,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dc70-1700-eaff-2702-d7e010e012e4,42,2,15,1,1,6,2,45030,4
R_21Et4iaOXTPaT42,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Moderate,6568dd3a-c329-cc92-87f4-14c2da4ac85e,46,1,19,4,1,7,3,35124,5
R_1C3zZuegJn3rgxk,0,The latest vaccine has not undergone enough testing in humans,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Moderate,6568dda4-a9bd-b459-4c39-efebfd794b95,18,1,1,4,1,2,3,48823,4
R_2TzbX5QcCppcd8A,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568dd0a-9df6-b6d9-934f-fea27ff01945,47,2,2,2,1,2,3,30161,7
R_2vZHZB6ikiMSiUh,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Moderate,6568db58-75cf-6267-ceed-1a29157e8476,65,1,3,1,1,2,3,30238,4
R_3HpIXxAvzKFmZds,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dd1e-9ec4-ff66-bde9-54ed1d3472f3,42,2,5,1,1,2,4,99206,7
R_2vk8fWjf7o80WkD,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568dd23-2200-6cde-8e09-861e22ecf53d,28,2,2,1,1,4,2,45369,3
R_2dVXWC0aGUmVh7l,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Conservative,6568dd7e-7e1e-5ec1-2237-48c6b1aac296,23,1,17,1,2,2,4,91739,10
R_2uI3C1rGckVVBCj,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dd57-fb03-5712-94a1-fac2bdb02f47,55,1,11,1,1,6,3,33950,5
R_RqM5KZ4wkWLBpPX,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dd60-4a08-2921-32ab-b8c99757b83e,54,2,7,1,1,5,2,61853,10
R_1ibuVDKwjXLzPdh,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568dd75-428e-3856-c1d5-52f06fa6fdc6,50,1,5,1,1,6,3,27510,2
R_1jVcsbbet5Mqxsf,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dbaa-cb6a-c025-061f-9510d608aebd,85,1,15,1,1,4,3,37331,10
R_0ww6BIFZ0GMDuFj,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dd96-a3fb-f29e-e1ce-11679d489c6b,49,2,19,1,1,7,3,35953,10
R_31WuiyS0KfJsfDT,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568dc5e-bd71-8fb5-db8d-6248f39c92ca,63,2,11,1,1,2,4,92129,1
R_2P5yMZEX4cOVkbY,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568dd7b-1629-349f-3bbb-1499edda347e,42,2,9,14,1,3,3,28314,2
R_yD3CHZWpfldEZi1,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dd5c-9d2f-bf71-513c-3be67b7bbdc9,72,2,11,1,1,6,4,94121,2
R_3Enmbfe2gBGBDEw,0,The latest vaccine has not undergone enough testing in humans,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I plan on receiving the updated vaccine in the next few months,Very Conservative,6568dc62-2625-c169-a8aa-9979d7382747,70,1,1,1,1,4,4,59230,10
R_2zZmIFUYxMd0frQ,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dcec-3571-38a9-a8c7-d70d6d7af6f1,51,2,8,6,1,4,4,97458,10
R_1K7qcQXEm56ftNW,0,The latest vaccine has not undergone enough testing in humans,0,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dbef-bd78-816d-065f-a7b46ad48c29,57,2,1,2,1,3,3,27260,1
R_1du9zSHawlaLHSt,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dde0-29a5-342f-7dae-c2a5b1fd8109,43,1,3,1,12,2,4,87111,5
R_2YtbWibu61syV0u,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568dc5e-afc5-351f-11ff-58284053b2b1,77,2,18,1,1,2,1,07006,3
R_3R2duFelrw4O02h,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568dcd3-b648-efb4-1098-7f10acef49ad,36,2,19,1,1,5,4,87120,9
R_1ln6tkuF1bOJ6Nt,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,Some other concern,0,The previous vaccine made me sicker than when I actually had Covid ,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dcf4-8aba-2983-d2de-a39e1570eb1b,54,2,10,1,1,3,2,46070,10
R_333TAh3zQHhtpVR,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dcc1-1389-e37c-fd19-c1b331da5d53,23,2,6,15,1,2,3,77807,7
R_1Ffbfn8sgcTpLPD,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Conservative,6568dea2-fae9-d173-607c-941b64e49318,62,1,5,1,1,2,4,91942,10
R_2rAxhx0yxb2hkHG,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dce0-d7d1-6457-20c0-1cd64cabd30c,58,2,11,1,1,2,2,46554,10
R_82LjqqAwvaiexfH,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568de28-33b2-e91d-13d8-6824def6fae6,53,1,3,1,1,2,2,51455,10
R_D1w1wXAj5eLmjZL,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568ddb1-eb60-816e-c6fe-6f37d1701a4f,35,1,11,2,1,5,3,20874,9
R_0dog2tycBW5pH1f,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568dcbd-7eef-1cfb-ed87-973af942f5cf,55,2,7,1,1,5,3,77047,8
R_9mgbLPwoBacbesp,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,Some other concern,0,Government should not be allowed to mandate any health policies ever.,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dce9-c930-d6c6-90b1-eef27f23f879,60,2,7,1,1,4,4,86406,5
R_3R9Jxvwk8pZim7G,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dedb-634d-579c-2f41-cbce0e79fdfa,43,1,8,3,1,5,1,19104,2
R_1Hk5xv7eEqt4WU1,0,The latest vaccine has not undergone enough testing in humans,0,0,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568dcb1-3c3c-32e0-6a26-7167f489a7ed,47,2,1,1,1,2,3,20853,1
R_2EGmLiAzqYZbsH6,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568ebe6-20d8-6f95-200e-801b9e172b05,71,2,1,1,1,2,3,77371,10
R_1IKNWqJGG3jPPzZ,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Moderate,6568ec52-8749-ba7e-bf5f-5b323dffc4aa,53,1,12,1,1,7,4,85024,6
R_1TCDYEqC80G8QhP,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,0,Its unclear who should be vaccinated with this latest vaccine ,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ec31-d9a0-976d-2cc4-bb9fe2bacb6e,29,2,5,2,1,2,2,60617,2
R_3dWmf0os930RxIG,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Moderate,6568eca3-6ba4-e69f-871b-acc9245a8781,21,2,1,15,1,4,4,97501,7
R_zd9qpmR6gs7GYwN,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568ed68-46c5-f91f-3cda-396c87c3f250,33,2,19,15,2,2,4,96150,9
R_SGZeXN1sRofuFLX,"I am a parent, guardian, or caretaker of a child 18 or under",The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568ec47-9764-df3f-138d-76b1e7e843bc,45,1,19,1,1,6,4,97230,5
R_1HnH7G7VSypn1SN,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,The latest vaccine is not effective enough,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568ec13-06de-a154-fd14-45afb02ea919,58,1,2,1,1,3,2,64683,9
R_295hHNWc5UGER89,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Conservative,6568f5fa-6f93-fec0-b2c2-0d8c41e3671a,52,2,23,4,1,8,3,28208,10
R_332ASYWxrGVWoJt,0,The latest vaccine has not undergone enough testing in humans,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568f65a-f55a-5906-42e7-c14ec5a62be9,24,2,8,1,1,8,2,57069,5
